city,state,avg_price
Shelburne,Vermont,"$592,185.69"
East Rutherford,New Jersey,"$592,115.38"
Versailles,Kentucky,"$592,079.12"
Bay Village,Ohio,"$591,987.51"
High Falls,New York,"$591,842.86"
West Bridgewater,Massachusetts,"$591,552.94"
Lenexa,Kansas,"$591,441.74"
Glen Oaks,New York,"$591,199.83"
Talty,Texas,"$591,116.50"
Trappe,Pennsylvania,"$590,971.43"
Richmond Hill,Georgia,"$590,785.86"
Libertyville,Illinois,"$590,718.88"
Stevensville,Michigan,"$590,567.27"
McCaysville,Georgia,"$590,429.17"
Harrisburg,North Carolina,"$590,397.32"
Sunnyside,New York,"$590,161.85"
Chelmsford,Massachusetts,"$590,078.22"
Leola,South Dakota,"$589,900.00"
Fall Creek,Wisconsin,"$589,671.43"
Eastpoint,Florida,"$589,638.75"
Verona,Wisconsin,"$589,601.06"
Colton,South Dakota,"$589,500.00"
Connerville,Oklahoma,"$589,500.00"
Morgan,Vermont,"$589,450.00"
Malta,Montana,"$589,333.33"
Englewood,Florida,"$589,278.40"
Wakefield,Virginia,"$589,242.71"
Land O Lakes,Wisconsin,"$589,237.50"
Tyringham,Massachusetts,"$589,000.00"
Loraine,Illinois,"$589,000.00"
Lebanon,Tennessee,"$588,883.63"
Revere,Massachusetts,"$588,803.32"
Nellysford,Virginia,"$588,767.05"
Saint Helena Island,South Carolina,"$588,748.08"
Ghent,New York,"$588,534.95"
Lake Saint Croix Beach,Minnesota,"$588,333.33"
La Grange,Illinois,"$588,212.26"
Homer,Georgia,"$588,092.79"
Greenbrier,Tennessee,"$587,941.03"
Houston,Alabama,"$587,864.71"
Madbury,New Hampshire,"$587,666.33"
Howey In The Hills,Florida,"$587,624.61"
Pensacola,Florida,"$587,537.89"
Evant,Texas,"$587,500.00"
Mariemont,Ohio,"$587,483.33"
Sandersville,Georgia,"$587,349.70"
Eureka Springs,Arkansas,"$587,256.56"
Longwood,Florida,"$586,943.47"
Cheyney,Pennsylvania,"$586,856.00"
Scio Township,Michigan,"$586,813.33"
Vestavia Hills,Alabama,"$586,740.35"
Bohemia,New York,"$586,625.59"
Monkey Island,Oklahoma,"$586,557.14"
Wyomissing,Pennsylvania,"$586,337.00"
New Ashford,Massachusetts,"$586,333.33"
Yaphank,New York,"$586,316.42"
Fairview,North Carolina,"$586,221.50"
Whitefish Bay,Wisconsin,"$586,129.63"
Pewaukee,Wisconsin,"$585,843.73"
Emerson,New Jersey,"$585,777.67"
Indian Creek,Illinois,"$585,750.00"
Washington Island,Wisconsin,"$585,500.00"
Stuart,Florida,"$585,001.23"
Machipongo,Virginia,"$585,000.00"
Greensboro,Vermont,"$585,000.00"
Vale,South Dakota,"$585,000.00"
Coinjock,North Carolina,"$584,950.00"
Allensville,Kentucky,"$584,900.00"
Seven Devils,North Carolina,"$584,888.78"
Ellerbe,North Carolina,"$584,841.67"
Venus,Texas,"$584,837.33"
Mequon,Wisconsin,"$584,821.93"
Grant,Florida,"$584,600.00"
Vernon Hills,Illinois,"$584,563.06"
Canton,Georgia,"$584,451.72"
Colchester,Vermont,"$584,443.61"
Mount Nebo,West Virginia,"$584,375.00"
Hope,Maine,"$584,333.33"
Pegram,Tennessee,"$584,284.62"
Woodbury,Minnesota,"$584,100.37"
Methuen,Massachusetts,"$584,053.61"
Plymouth,Massachusetts,"$583,943.25"
Milton,Delaware,"$583,701.33"
Oradell,New Jersey,"$583,333.33"
Auburntown,Tennessee,"$583,233.33"
Bigelow,Arkansas,"$583,124.75"
Bratenahl,Ohio,"$583,013.89"
Bokeelia,Florida,"$582,983.67"
Mahtomedi,Minnesota,"$582,929.20"
Atlas,Michigan,"$582,793.75"
Finksburg,Maryland,"$582,790.71"
Clarklake,Michigan,"$582,766.67"
Centerville,Tennessee,"$582,716.67"
Horton,Michigan,"$582,712.38"
Fremont,Indiana,"$582,523.08"
Lincolndale,New York,"$582,000.00"
Lynbrook,New York,"$581,992.97"
Towanda,Kansas,"$581,980.00"
Knoxville,Arkansas,"$581,940.00"
Sunbury,Ohio,"$581,840.28"
Clearville,Pennsylvania,"$581,780.00"
Lake Grove,New York,"$581,763.07"
Jefferson,Maryland,"$581,730.21"
Wintergreen,Virginia,"$581,706.82"
Fair Play,South Carolina,"$581,580.00"
South Hackensack,New Jersey,"$581,400.00"
Fairfield,New Jersey,"$581,347.22"
Deep River,Connecticut,"$581,241.18"
Teaticket,Massachusetts,"$580,975.00"
Pomfret,Maryland,"$580,800.00"
Stoneham,Massachusetts,"$580,638.46"
Sterling,Virginia,"$580,518.54"
Cortlandt Manor,New York,"$580,457.94"
Lincoln,New Hampshire,"$580,228.57"
Dayton,New Jersey,"$579,950.00"
Solo,Missouri,"$579,900.00"
Lancaster,Tennessee,"$579,900.00"
Andover,Iowa,"$579,900.00"
Sharps Chapel,Tennessee,"$579,681.82"
White Plains,New York,"$579,579.34"
Catskill,New York,"$579,515.38"
Timberville,Virginia,"$579,288.89"
Pembroke,New Hampshire,"$579,270.00"
Lewes,Delaware,"$579,180.24"
Hillsborough,New Jersey,"$579,178.57"
Lower Saucon Township,Pennsylvania,"$579,175.00"
Olney,Maryland,"$579,108.00"
Morrisville,North Carolina,"$579,079.85"
Avondale Estates,Georgia,"$579,045.83"
East Harwich,Massachusetts,"$579,000.00"
Jackson,New Jersey,"$578,705.49"
Pequannock Township,New Jersey,"$578,689.15"
Clayton,New York,"$578,393.33"
Greenwich Township,New Jersey,"$578,331.25"
Randolph,Massachusetts,"$578,140.63"
Westborough,Massachusetts,"$577,995.48"
McKinney,Texas,"$577,976.94"
Prattsville,Arkansas,"$577,966.67"
Eminence,Kentucky,"$577,912.50"
Corrigan,Texas,"$577,830.71"
Stormville,New York,"$577,791.67"
Dryden,Michigan,"$577,660.00"
Saint Regis,Montana,"$577,500.00"
Carlstadt,New Jersey,"$577,474.88"
Herbster,Wisconsin,"$577,450.00"
Dousman,Wisconsin,"$577,385.71"
Deerfield Township,Ohio,"$577,314.99"
Tarpon Springs,Florida,"$577,242.78"
West Orange,New Jersey,"$577,186.26"
Waunakee,Wisconsin,"$577,175.47"
Owings Mills,Maryland,"$577,126.31"
Catawba,North Carolina,"$577,114.29"
Hillsdale,Illinois,"$577,066.25"
Glenford,New York,"$577,000.00"
Atlantis,Florida,"$576,981.82"
Mint Hill,North Carolina,"$576,932.37"
Cape Coral,Florida,"$576,887.34"
Spring Valley,New York,"$576,707.32"
Harleysville,Pennsylvania,"$576,559.95"
Peachtree Corners,Georgia,"$576,545.60"
Loudon,Tennessee,"$576,371.94"
Shirley,Massachusetts,"$576,266.67"
West Wildwood,New Jersey,"$576,242.14"
Indian Beach,North Carolina,"$576,200.00"
South Berwick,Maine,"$576,150.00"
Ashland,Virginia,"$576,134.97"
Churchville,Pennsylvania,"$575,950.00"
Athens,New York,"$575,849.94"
Kenilworth,New Jersey,"$575,623.96"
Bryantown,Maryland,"$575,600.00"
Slatyfork,West Virginia,"$575,560.00"
Buford,Georgia,"$575,411.69"
Westwood,Kansas,"$575,357.14"
Harkers Island,North Carolina,"$575,120.00"
Nelson,New Hampshire,"$575,000.00"
Lairdsville,Pennsylvania,"$575,000.00"
Lake Aluma,Oklahoma,"$575,000.00"
Mountainville,New York,"$575,000.00"
Ingalls,Kansas,"$575,000.00"
Bournedale,Massachusetts,"$575,000.00"
Nelson,Wisconsin,"$575,000.00"
Mayfield village,Ohio,"$574,934.64"
Rehobeth,Alabama,"$574,900.00"
Haslet,Texas,"$574,860.66"
Briggsdale,Colorado,"$574,833.33"
Poughquag,New York,"$574,481.44"
Tysons,Virginia,"$574,444.00"
Celeste,Texas,"$574,391.40"
Amberley,Ohio,"$574,142.86"
Bark River,Michigan,"$574,000.00"
Pte Aux Pins,Michigan,"$574,000.00"
South Brunswick,New Jersey,"$573,989.74"
Deerfield,Ohio,"$573,960.00"
Irma,Wisconsin,"$573,960.00"
North Haledon,New Jersey,"$573,861.75"
Oxford,Connecticut,"$573,855.40"
Duck,North Carolina,"$573,628.52"
Dewey Beach,Delaware,"$573,325.00"
Manorville,New York,"$573,285.45"
Lantana,Florida,"$573,259.56"
Four Seasons,Missouri,"$573,130.69"
Windyville,Missouri,"$573,100.00"
Lake Carroll,Illinois,"$573,027.27"
Fontanelle,Nebraska,"$572,450.00"
Hiawassee,Georgia,"$572,373.74"
Leonardo,New Jersey,"$572,041.12"
Port O Connor,Texas,"$572,000.00"
Chagrin Falls,Ohio,"$571,703.86"
East Amwell Township,New Jersey,"$571,627.18"
Forest Hills,New York,"$571,529.93"
Charlotte,North Carolina,"$571,502.29"
Deale,Maryland,"$571,360.00"
Washburn,Tennessee,"$571,150.00"
Germantown,Tennessee,"$571,039.67"
Sequatchie,Tennessee,"$570,975.00"
Jamestown,Pennsylvania,"$570,970.00"
Litchfield,New Hampshire,"$570,725.00"
Frisco,North Carolina,"$570,685.15"
Washingtonville,Ohio,"$570,600.00"
Carver,Minnesota,"$570,599.12"
Deerfield,New Hampshire,"$570,425.00"
Hanover Twp,New Jersey,"$570,359.19"
Oakland,Maryland,"$570,342.83"
Northvale,New Jersey,"$570,253.33"
Plainsboro,New Jersey,"$570,168.18"
Sinking Spring,Pennsylvania,"$570,056.81"
Windom,Texas,"$570,000.00"
Shutesbury,Massachusetts,"$570,000.00"
Dameron,Maryland,"$569,999.50"
Wiergate,Texas,"$569,900.00"
Bulger,Pennsylvania,"$569,900.00"
Milton,Tennessee,"$569,900.00"
Paragon,Indiana,"$569,630.78"
Center Valley,Pennsylvania,"$569,583.75"
Beaver Cove,Maine,"$569,500.00"
Gotha,Florida,"$569,418.75"
Swanville,Minnesota,"$569,000.00"
Mount Blanchard,Ohio,"$569,000.00"
Smoke Rise,Georgia,"$568,960.00"
Oakland,Florida,"$568,855.21"
Derwood,Maryland,"$568,823.91"
Milford,Connecticut,"$568,574.33"
Justin,Texas,"$568,539.42"
Tamworth,New Hampshire,"$568,500.00"
Woodbury,Connecticut,"$568,432.54"
Westtown,New York,"$568,375.00"
Pembroke,Massachusetts,"$568,357.14"
Lutz,Florida,"$568,315.02"
Shorewood,Wisconsin,"$568,050.00"
Menoken,North Dakota,"$567,950.00"
Colgate,Wisconsin,"$567,720.00"
Chatham,Virginia,"$567,641.67"
Lewis Township,Ohio,"$567,500.00"
Eliot,Maine,"$567,500.00"
Topping,Virginia,"$567,450.00"
Wentworth,New Hampshire,"$567,450.00"
Harpswell,Maine,"$567,400.00"
Hasbrouck Heights,New Jersey,"$566,880.00"
Maypearl,Texas,"$566,855.57"
Kittery,Maine,"$566,840.00"
Scottsboro,Alabama,"$566,823.53"
Roca,Nebraska,"$566,757.11"
Brushcreek Township,Ohio,"$566,650.00"
Nantahala,North Carolina,"$566,612.50"
Charleston,Vermont,"$566,599.00"
Wheaton,Illinois,"$566,518.76"
Exton,Pennsylvania,"$566,457.14"
Centerville,Texas,"$566,385.71"
Tyrone Township,Michigan,"$566,371.43"
Hudson,Wisconsin,"$566,366.47"
Cumming,Iowa,"$566,172.73"
Grantham,New Hampshire,"$566,025.57"
Toano,Virginia,"$565,906.23"
Bradenton,Florida,"$565,880.71"
Epping,New Hampshire,"$565,838.24"
Westminster,Massachusetts,"$565,781.82"
Carrboro,North Carolina,"$565,750.00"
Bemus Point,New York,"$565,512.50"
North Baldwin,New York,"$565,374.88"
Morehead City,North Carolina,"$565,322.83"
Kingdom City,Missouri,"$565,000.00"
New Hope,Texas,"$565,000.00"
Glen Allen,Virginia,"$564,934.88"
Watkinsville,Georgia,"$564,920.41"
Warrington,Pennsylvania,"$564,832.98"
Tall Timbers,Maryland,"$564,816.67"
Belmont,Michigan,"$564,732.33"
Midland Park,New Jersey,"$564,636.27"
Cream Ridge,New Jersey,"$564,531.77"
Rochert,Minnesota,"$564,500.00"
Clinton,Montana,"$564,486.40"
Columbus,Minnesota,"$564,474.15"
Cedar Key,Florida,"$564,348.57"
Burlington,Connecticut,"$564,145.14"
Nebo,North Carolina,"$564,128.00"
Bartlett,New Hampshire,"$564,072.22"
Kindred,North Dakota,"$564,000.00"
Monroe Township,New Jersey,"$563,863.09"
Springdale,Maryland,"$563,833.33"
Helen,Georgia,"$563,645.45"
Leonardtown,Maryland,"$563,532.12"
Port Ewen,New York,"$563,362.50"
Grand Isle,Vermont,"$563,283.33"
Vieques,Puerto Rico,"$563,280.37"
Ararat,Virginia,"$562,975.00"
Kingston,Massachusetts,"$562,726.67"
Umpire,Arkansas,"$562,450.00"
Savoy,Massachusetts,"$562,450.00"
Bala Cynwyd,Pennsylvania,"$562,209.48"
Rixeyville,Virginia,"$562,085.57"
Saint Joseph,Wisconsin,"$562,052.50"
Palmer Township,Pennsylvania,"$562,010.59"
Brookfield,New York,"$562,000.00"
North Beach,Maryland,"$561,946.47"
Longmeadow,Massachusetts,"$561,864.29"
Decatur,Texas,"$561,846.00"
Lake George,New York,"$561,673.69"
Saint Leonard,Maryland,"$561,664.71"
Stafford,Virginia,"$561,660.28"
Saint Charles,Illinois,"$561,625.75"
Readington Twp,New Jersey,"$561,623.51"
Paupack,Pennsylvania,"$561,475.00"
Hallandale Beach,Florida,"$561,473.25"
Red Level,Alabama,"$561,381.25"
Rockfield,Kentucky,"$561,328.57"
Amesbury,Massachusetts,"$561,163.72"
Bethany,Connecticut,"$561,162.50"
Aurora,New York,"$561,097.22"
Avondale,Pennsylvania,"$560,991.30"
Blue Eye,Missouri,"$560,960.00"
Ridge Manor,Florida,"$560,950.00"
Fremont Hills,Missouri,"$560,892.00"
Walnut Shade,Missouri,"$560,865.56"
Williston,Florida,"$560,857.00"
South Salem,New York,"$560,750.00"
Bumpass,Virginia,"$560,588.82"
Springfield,New Jersey,"$560,541.00"
Andes,New York,"$560,428.57"
Lodi,Wisconsin,"$560,380.65"
Brentwood,Missouri,"$560,372.22"
Lake Mary,Florida,"$560,292.19"
Blacksburg,Virginia,"$560,260.97"
Chapin,South Carolina,"$560,258.10"
Rogers,Arkansas,"$560,241.64"
Downers Grove,Illinois,"$560,184.01"
Sussex,Wisconsin,"$560,183.44"
Crawley,West Virginia,"$560,112.50"
Bon Aqua,Tennessee,"$560,056.93"
Leicester,North Carolina,"$560,041.42"
Saxapahaw,North Carolina,"$560,000.00"
Ivanhoe,Texas,"$560,000.00"
Rushland,Pennsylvania,"$560,000.00"
Eldorado,Wisconsin,"$559,900.00"
Laconia,New Hampshire,"$559,871.70"
Mason,Ohio,"$559,836.13"
Pelican Bay,Texas,"$559,804.00"
Rochester,Massachusetts,"$559,790.91"
Raleigh,North Carolina,"$559,619.28"
Brunswick Hills,Ohio,"$559,512.44"
Lakeside,Ohio,"$559,375.00"
Dover Plains,New York,"$559,121.43"
Monticello,Florida,"$559,066.67"
Seekonk,Massachusetts,"$559,008.33"
Reydon,Oklahoma,"$559,000.00"
Vulcan,Missouri,"$559,000.00"
East Amherst,New York,"$558,977.23"
Sheridan,Montana,"$558,970.00"
Clyde,North Carolina,"$558,920.60"
Chichester,New Hampshire,"$558,914.29"
Manteo,North Carolina,"$558,744.90"
Sweetwater,Tennessee,"$558,739.97"
Canton,Connecticut,"$558,633.00"
Hernando Beach,Florida,"$558,570.30"
Edgewood,Kentucky,"$558,475.00"
Sedgwick,Maine,"$558,400.00"
Quantico,Maryland,"$558,300.00"
Ashland,New York,"$558,077.22"
Wadley,Alabama,"$558,000.00"
Emmett Township,Michigan,"$557,933.33"
Wilson,Wisconsin,"$557,500.00"
Dutton,Virginia,"$557,500.00"
Verplanck,New York,"$557,450.00"
Auburn,New Hampshire,"$557,450.00"
Ona,Florida,"$557,450.00"
Exeter,Rhode Island,"$557,150.00"
Hillsboro,Tennessee,"$557,054.55"
Howell,New Jersey,"$556,885.57"
Bergenfield,New Jersey,"$556,744.59"
Fisherville,Kentucky,"$556,742.75"
King George,Virginia,"$556,672.88"
Eminence,Missouri,"$556,633.33"
Clarksburg,New Jersey,"$556,599.67"
Wylie,Texas,"$556,564.22"
Eclectic,Alabama,"$556,446.67"
Humacao,Puerto Rico,"$556,337.18"
Elkhorn,Nebraska,"$556,218.58"
Wilton,New York,"$556,172.03"
White Marsh,Maryland,"$556,112.86"
Ooltewah,Tennessee,"$556,087.91"
Lake Barrington,Illinois,"$556,061.20"
Buckhead,Georgia,"$556,041.67"
Washington Township,New Jersey,"$555,882.66"
Copake,New York,"$555,849.97"
Victor,New York,"$555,706.43"
Lyon Township,Michigan,"$555,665.11"
Apison,Tennessee,"$555,656.80"
Christmas,Florida,"$555,391.67"
Shipman,Virginia,"$555,200.00"
Culleoka,Tennessee,"$555,139.93"
Byrd Township,Ohio,"$555,000.00"
Union,Michigan,"$555,000.00"
Holland,Nebraska,"$555,000.00"
Cherry Grove,New York,"$555,000.00"
Mantua,New Jersey,"$554,981.79"
North Venice,Florida,"$554,978.90"
Ashland,Massachusetts,"$554,749.29"
Pelican Rapids,Minnesota,"$554,665.22"
Windsor,Ohio,"$554,488.50"
New Egypt,New Jersey,"$554,336.22"
Copake Falls,New York,"$554,333.33"
Lutherville Timonium,Maryland,"$554,143.25"
Metuchen,New Jersey,"$554,118.75"
Suffield,Connecticut,"$554,088.54"
Kew Gardens Hills,New York,"$553,772.15"
Dumont,New Jersey,"$553,757.14"
Columbia Township,Ohio,"$553,721.63"
Brule,Nebraska,"$553,700.00"
Belle Isle,Florida,"$553,672.68"
Fayetteville,Arkansas,"$553,588.70"
Stevensville,Maryland,"$553,533.30"
Branchburg,New Jersey,"$553,266.67"
Hobart,Wisconsin,"$553,025.00"
Teaneck,New Jersey,"$553,002.81"
Hideaway,Texas,"$552,978.95"
Oakland,New Jersey,"$552,935.80"
Hudson,New Hampshire,"$552,882.69"
Bucyrus,Missouri,"$552,533.33"
Port Republic,Maryland,"$552,415.00"
Countryside,Illinois,"$552,404.71"
Nineveh,Indiana,"$552,394.98"
Raynham,Massachusetts,"$552,116.67"
Lynnville,Tennessee,"$551,970.00"
Guaynabo,Puerto Rico,"$551,959.04"
Addison,Texas,"$551,940.91"
Gilbertsville,Kentucky,"$551,874.92"
Shiloh,Virginia,"$551,647.00"
Bush,Louisiana,"$551,564.29"
Hugo,Minnesota,"$551,557.45"
Tower Lakes,Illinois,"$551,500.00"
Northborough,Massachusetts,"$551,433.33"
Monroe,Connecticut,"$551,386.33"
Wyoming,Ohio,"$551,183.18"
Hagaman,New York,"$551,100.00"
Peninsula,Ohio,"$550,974.38"
Lewisville,North Carolina,"$550,954.60"
Tivoli,New York,"$550,872.55"
Big Cabin,Oklahoma,"$550,833.33"
Kewaskum,Wisconsin,"$550,823.53"
Fleming Island,Florida,"$550,741.33"
Medinah,Illinois,"$550,716.00"
Clarkston,Michigan,"$550,657.14"
Elkhorn,Wisconsin,"$550,653.63"
Glendale,Missouri,"$550,560.00"
Lakeland,Tennessee,"$550,436.37"
Campton,New Hampshire,"$550,406.67"
Beacon,New York,"$550,395.29"
Murray,Georgia,"$550,000.00"
Elmo,Montana,"$550,000.00"
Leonard Vlg,Michigan,"$550,000.00"
Moscow,Texas,"$550,000.00"
Fremont,Missouri,"$550,000.00"
Cooke City,Montana,"$550,000.00"
Germantown,Kentucky,"$550,000.00"
Double Oak,Texas,"$550,000.00"
Potomac,Montana,"$550,000.00"
Chambl,Georgia,"$550,000.00"
Juniata Township,Michigan,"$550,000.00"
Westwood Hills,Kansas,"$550,000.00"
Parsippany Troy Hills,New Jersey,"$549,999.00"
Orange village,Ohio,"$549,975.00"
South Orange,New Jersey,"$549,900.00"
Sandys,Georgia,"$549,900.00"
Lafox,Illinois,"$549,900.00"
Nolanville,Texas,"$549,900.00"
Pickstown,South Dakota,"$549,900.00"
Stafford Springs,Connecticut,"$549,900.00"
East Bethany,New York,"$549,900.00"
Powell Township,Michigan,"$549,900.00"
Bardonia,New York,"$549,580.00"
Bleecker,New York,"$549,450.00"
Riverdale,Iowa,"$549,450.00"
Loveland,Ohio,"$549,417.33"
Spencerville,Indiana,"$549,400.00"
Grafton,Massachusetts,"$549,331.25"
Fayetteville,Georgia,"$549,292.85"
Cat Spring,Texas,"$549,200.00"
Lincoln,Virginia,"$549,000.00"
Woodmere,Ohio,"$549,000.00"
Parkertown Township,Maine,"$549,000.00"
Wiley,Georgia,"$549,000.00"
Readstown,Wisconsin,"$549,000.00"
Morgan,New Jersey,"$549,000.00"
Blackstone,Massachusetts,"$548,971.43"
Middlebury,Connecticut,"$548,840.88"
Peabody,Massachusetts,"$548,584.34"
Marble Falls,Arkansas,"$548,540.00"
Ray Brook,New York,"$548,500.00"
Washburn,Missouri,"$548,405.56"
Sylva,North Carolina,"$548,396.07"
Flemington,New Jersey,"$548,182.42"
Woodworth,Louisiana,"$548,125.00"
Mathews,Virginia,"$548,109.62"
Navarre,Florida,"$548,109.59"
Dover,New Hampshire,"$547,903.54"
Ellsworth,Maine,"$547,866.56"
Fontana,Wisconsin,"$547,839.39"
Waterloo,Nebraska,"$547,816.67"
Indiantown,Florida,"$547,718.09"
Moultonborough,New Hampshire,"$547,536.36"
Plymouth,Vermont,"$547,500.00"
Westlake,Ohio,"$547,150.20"
Ocean View,Delaware,"$547,128.63"
Kempner,Texas,"$547,000.00"
Harbeson,Delaware,"$546,924.89"
Garvin,Oklahoma,"$546,916.67"
Chaska,Minnesota,"$546,824.36"
Sewanee,Tennessee,"$546,800.00"
Waldwick,New Jersey,"$546,768.69"
Oregon,Wisconsin,"$546,747.22"
Prole,Iowa,"$546,633.33"
Nevada,Texas,"$546,599.42"
Pulaski,Tennessee,"$546,576.22"
Amherst,Massachusetts,"$546,552.94"
North Arlington,New Jersey,"$546,552.63"
Plymouth Meeting,Pennsylvania,"$546,548.35"
The Colony,Texas,"$546,427.96"
Kenockee Township,Michigan,"$545,974.75"
Boonton,New Jersey,"$545,952.82"
Groton,Connecticut,"$545,740.59"
Broome,New York,"$545,666.67"
Arundel,Maine,"$545,616.67"
Hamburg Township,Michigan,"$545,584.95"
Avon,Ohio,"$545,539.16"
Talking Rock,Georgia,"$545,504.51"
Wellsville,Kansas,"$545,480.00"
Glenwood,Minnesota,"$545,194.90"
Arcadia,Indiana,"$545,109.67"
Millersville,Maryland,"$545,078.95"
Pawleys Island,South Carolina,"$545,043.12"
Greenfield,New Hampshire,"$545,000.00"
Decatur,New York,"$545,000.00"
Jacksonville,Texas,"$544,983.27"
Millersburg,Pennsylvania,"$544,913.00"
Mina,South Dakota,"$544,900.00"
Southampton,Massachusetts,"$544,783.33"
Bahama,North Carolina,"$544,780.00"
Uniondale,New York,"$544,731.84"
Hopkinton,New Hampshire,"$544,700.00"
North Prairie,Wisconsin,"$544,675.00"
Hoover,Alabama,"$544,660.09"
Seaford,Virginia,"$544,570.00"
Novi,Michigan,"$544,478.13"
Saint Petersburg,Florida,"$544,403.27"
King of Prussia,Pennsylvania,"$544,351.63"
Merritt Island,Florida,"$544,195.82"
Franklin Twp,New Jersey,"$544,040.46"
Ninety Six,South Carolina,"$543,983.33"
Beavercreek Township,Ohio,"$543,858.48"
South Burlington,Vermont,"$543,846.13"
Madison,Alabama,"$543,834.76"
Epsom,New Hampshire,"$543,707.14"
Pierre Part,Louisiana,"$543,650.00"
Grapeland,Texas,"$543,618.52"
Fort Lee,New Jersey,"$543,546.65"
Stone Lake,Wisconsin,"$543,362.50"
Port Monmouth,New Jersey,"$543,211.76"
Toms River Township,New Jersey,"$543,116.67"
Midlothian,Texas,"$543,082.72"
Geneva,Illinois,"$542,918.70"
Longville,Minnesota,"$542,883.33"
Cockeysville,Maryland,"$542,836.60"
Clive,Iowa,"$542,816.82"
Windsor,Wisconsin,"$542,581.46"
Traverse City,Michigan,"$542,580.99"
Bayonne,New Jersey,"$542,400.95"
Parrish,Florida,"$542,291.42"
East Brunswick,New Jersey,"$542,265.75"
Gloucester Point,Virginia,"$542,250.00"
Kearny,New Jersey,"$542,168.19"
Peachtree City,Georgia,"$542,104.31"
Reedville,Virginia,"$542,000.00"
Warriors Mark,Pennsylvania,"$541,988.89"
Jarrettsville,Maryland,"$541,869.63"
